,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
148,5812,2178,0.030452049,108715,transactions ,"line AD , and have marked off certain divisions which indicate the Law of Dissection according to which the attracting",mass,mass,is to be divided . From A several fainter lines are drawn dividing the attracting mass into lunes of 300,N,GEO,None,S,DP NP,,VVG,VBZ,GEOLOGY,,"line_NN AD_NN ,_, and_CC have_VHP marked_VVN off_RP certain_JJ divisions_NNS which_WDT indicate_VVP the_DT Law_NN of_IN Dissection_NN according_VVG to_TO which_WDT the_DT attracting_VVG",mass_NN,is_VBZ to_TO be_VB divided_VVN ._SENT From_IN A_DT several_JJ fainter_NN lines_NNS are_VBP drawn_VVN dividing_VVG the_DT attracting_VVG mass_NN into_IN lunes_NNS of_IN 300_CD,John Henry Pratt,J.H.Pratt,228,"On the Deflection of the Plumb-Line in India, Caused by the Attraction of the Himmalaya Mountains and of the Elevated Regions Beyond; and Its Modification by the Compensating Effect of a Deficiency of Matter below the Mountain Mass",12397,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5811,25989384,25989384.0
149,6597,2506,0.030732816,108786,transactions ,and in part returned . Condensation in the lower regions of the atmosphere is thereby prevented . But as the,mass,mass,"ascends it passes through successive vapour-strata which diminish far more speedily in density than the associated strata of air ,",N,GEO,None,S,DP NP,,DT,VVZ,PHYSICS,,and_CC in_IN part_NN returned_VVD ._SENT Condensation_NN in_IN the_DT lower_JJR regions_NNS of_IN the_DT atmosphere_NN is_VBZ thereby_RB prevented_VVN ._SENT But_CC as_IN the_DT,mass_NN,"ascends_VVZ it_PP passes_VVZ through_IN successive_JJ vapour-strata_NNS which_WDT diminish_VVP far_RB more_RBR speedily_RB in_IN density_NN than_IN the_DT associated_VVN strata_NNS of_IN air_NN ,_,",John Tyndall,J.Tyndall,270,On the Relation of Radiant Heat to Aqueous Vapour,6227,fla,1863,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6596,28125127,28125127.0
150,8823,3140,0.030896906000000002,rstl_1874_0010,rstl,; 1 . The distance to which detonation may be transmitted through the agency of a tube to a distinct,mass,mass,of explosive substance is regulated by the following conditions:\#151 ; ( a ) By the nature and the quantity of,N,C,None,S,DP NP,,JJ,IN,CHEMISTRY,,;_: 1_LS ._SENT The_DT distance_NN to_TO which_WDT detonation_NN may_MD be_VB transmitted_VVN through_IN the_DT agency_NN of_IN a_DT tube_NN to_TO a_DT distinct_JJ,mass_NN,of_IN explosive_JJ substance_NN is_VBZ regulated_VVN by_IN the_DT following_VVG conditions:\#151_JJ ;_: (_( a_DT )_) By_IN the_DT nature_NN and_CC the_DT quantity_NN of_IN,"F. A. Abel, F. R. S.",F.A.Abel,172,X. Contributions to the history of explosive agents. \#x2014;Second memoir.,35844,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8822,35095734,35095734.0
151,1517,221,0.030970523,107221,transactions ,"of a large pea , requires rather less than three ounces of water for its complete expansion , and a",mass,mass,"of jelly equal in-bulk to three ounces is formed . This substance dried at atemperature of 212 ? , becomes",N,BIO,None,S,DP NP,,DT,IN,BIOLOGY,,"of_IN a_DT large_JJ pea_NN ,_, requires_VVZ rather_RB less_JJR than_IN three_CD ounces_NNS of_IN water_NN for_IN its_PP$ complete_JJ expansion_NN ,_, and_CC a_DT",mass_NN,"of_IN jelly_NN equal_JJ in-bulk_NN to_TO three_CD ounces_NNS is_VBZ formed_VVN ._SENT This_DT substance_NN dried_VVD at_IN atemperature_NN of_IN 212_CD ?_SENT ,_, becomes_VVZ",Everard Home,E.Home,109,"On the Mode of Breeding of the Oviviviparous Shark, and on the Aeration of the Faetal Blood in Different Classes of Animals",5559,fla,1810,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=1516,14025515,14025515.0
152,7038,2614,0.031613823,108943,transactions ,"two more ( posterior)'wings , the ossific matter of which is creeping into the anterior part of the broad investing",mass,mass,"( Plate VIII . fig. 2 , p.r.p. ) . The "" rostrum "" ( Plate VIII . figs. 1",N,BIO,None,S,DP NP,,NN,NP,BIOLOGY,,"two_CD more_JJR (_( posterior)'wings_NNS ,_, the_DT ossific_JJ matter_NN of_IN which_WDT is_VBZ creeping_VVG into_IN the_DT anterior_JJ part_NN of_IN the_DT broad_JJ investing_NN",mass_NN,"(_( Plate_NP VIII_NP ._SENT fig._NN 2_CD ,_, p.r.p._NP )_) ._SENT The_DT ""_`` rostrum_NN ""_'' (_( Plate_NP VIII_NP ._SENT figs._NP 1_CD",William Kitchen Parker,W.K.Parker,107,On the Structure and Development of the Skull in the Ostrich Tribe,45069,fla,1866,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7037,29715374,29715374.0
153,5791,2157,0.031618786,108715,transactions ,mountain mass . The reason of this coincidence it is not difficult to see . The highest part of the,mass,mass,is much nearer to A than the middle of the mass is . Suppose the highest parts had been about,N,GEO,None,S,DP NP,,DT,VBZ,GEOLOGY,,mountain_NN mass_NN ._SENT The_DT reason_NN of_IN this_DT coincidence_NN it_PP is_VBZ not_RB difficult_JJ to_TO see_VV ._SENT The_DT highest_JJS part_NN of_IN the_DT,mass_NN,is_VBZ much_RB nearer_JJR to_TO A_DT than_IN the_DT middle_NN of_IN the_DT mass_NN is_VBZ ._SENT Suppose_VV the_DT highest_JJS parts_NNS had_VHD been_VBN about_IN,John Henry Pratt,J.H.Pratt,228,"On the Deflection of the Plumb-Line in India, Caused by the Attraction of the Himmalaya Mountains and of the Elevated Regions Beyond; and Its Modification by the Compensating Effect of a Deficiency of Matter below the Mountain Mass",12397,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5790,25986218,25986218.0
154,3032,957,0.03169117,108180,transactions ,"instant we are speaking of , it would be just slch as not to admit of circulation , When the",mass,mass,"should have arrived at this stage of the cooling , a change would take place in the process of solidification",N,S,None,S,DP NP,,DT,MD,GEOLOGY,DO I NEED EXTRA CATEGORY FOR GEOLOGY,"instant_NN we_PP are_VBP speaking_VVG of_IN ,_, it_PP would_MD be_VB just_RB slch_NN as_IN not_RB to_TO admit_VV of_IN circulation_NN ,_, When_WRB the_DT",mass_NN,"should_MD have_VH arrived_VVN at_IN this_DT stage_NN of_IN the_DT cooling_NN ,_, a_DT change_NN would_MD take_VV place_NN in_IN the_DT process_NN of_IN solidification_NN",W. Hopkins,W.Hopkins,222,Researches in Physical Geology,18188,fla,1839,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3031,19403769,19403769.0
155,5295,1921,0.032325377,108644,transactions ,to render its colour much darker than the white of dry chalk . Soon after it was taken from the,mass,mass,"it weighed 4966*4 grains , and after being thoroughly dried by a fire for several days , it weighed 4154-1",N,GEO,GRAINS,S,DP NP,,DT,PP,GEOLOGY,,to_TO render_VV its_PP$ colour_NN much_RB darker_JJR than_IN the_DT white_NN of_IN dry_JJ chalk_NN ._SENT Soon_RB after_IN it_PP was_VBD taken_VVN from_IN the_DT,mass_NN,"it_PP weighed_VVD 4966*4_JJ grains_NNS ,_, and_CC after_IN being_VBG thoroughly_RB dried_VVN by_IN a_DT fire_NN for_IN several_JJ days_NNS ,_, it_PP weighed_VVD 4154-1_CD",W. Hopkins,W.Hopkins,222,"Experimental Researches on the Conductive Powers of Various Substances, with the Application of the Results to the Problem of Terrestrial Temperature",18495,fla,1857,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5294,24927988,24927988.0
156,8440,3082,0.032360948,rstl_1873_0006,rstl,"There are 9 lines falling between 4459*8 and 4450*4 , and with the dispersion used these lines appear as a",mass,mass,". The lengths given in the Map , however , represent the contour of the top of the mass ,",COL,EQ,None,S,DP NP,,DT,SENT,ASTRONOMY,,"There_EX are_VBP 9_CD lines_NNS falling_VVG between_IN 4459*8_JJ and_CC 4450*4_JJ ,_, and_CC with_IN the_DT dispersion_NN used_VVD these_DT lines_NNS appear_VVP as_IN a_DT",mass_NN,"._SENT The_DT lengths_NNS given_VVN in_IN the_DT Map_NN ,_, however_RB ,_, represent_VVP the_DT contour_NN of_IN the_DT top_NN of_IN the_DT mass_NN ,_,","J. Norman Lockyer, F. R. S.",J.N.Lockyer,189,V. Researches in spectrum-analysis in connexion with the spectrum of the sun.,11142,article,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8439,34368102,34368102.0
157,2798,786,0.032800942,110781,transactions ,"other meteorological instruments at both stations , and the loss of solar heat in passing through the in ? tervening",mass,mass,"of air was thus directly determined . In the fifth section , the observations made from sunrise to sunset ,",N,C,None,S,NP 'of',,VVG,IN,ASTRONOMY,,"other_JJ meteorological_JJ instruments_NNS at_IN both_DT stations_NNS ,_, and_CC the_DT loss_NN of_IN solar_JJ heat_NN in_IN passing_VVG through_IN the_DT in_IN ?_SENT tervening_VVG",mass_NN,"of_IN air_NN was_VBD thus_RB directly_RB determined_VVN ._SENT In_IN the_DT fifth_JJ section_NN ,_, the_DT observations_NNS made_VVN from_IN sunrise_NN to_TO sunset_NN ,_,",James D. Forbes,J.D.Forbes,178,"On the Transparency of the Atmosphere, and the Law of Extinction of the Solar Rays in Passing through It. [Abstract]",1411,abs,1837,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2797,18758851,18758851.0
158,7737,2872,0.033073142,109020,transactions ,". ) , and part of the squamosal ( sq . ) . This bone is separated from the periotic",mass,mass,by a quantity of the same kind of gelatinous tissue as that which fills the tympanic cavity . The space,N,BIO,None,S,DP NP,,JJ,IN,BIOLOGY,,"._SENT )_) ,_, and_CC part_NN of_IN the_DT squamosal_JJ (_( sq_NP ._SENT )_) ._SENT This_DT bone_NN is_VBZ separated_VVN from_IN the_DT periotic_JJ",mass_NN,by_IN a_DT quantity_NN of_IN the_DT same_JJ kind_NN of_IN gelatinous_JJ tissue_NN as_IN that_DT which_WDT fills_VVZ the_DT tympanic_JJ cavity_NN ._SENT The_DT space_NN,William Kitchen Parker,W.K.Parker,107,On the Structure and Development of the Skull of the Common Fowl (Gallus domesticus),31829,fla,1869,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7736,31938433,31938433.0
159,7711,2846,0.033258359,109020,transactions ,"part are also contracted at their inner edge . This lateral retreat of the fore part of the "" investing",mass,mass," gives rise to RATIIKE'S  posterior basicranial fontanelle "" ( p.b.f ) ; it is occupied along its mid",N,BIO,None,S,DP NP,,NN,VVZ,BIOLOGY,,"part_NN are_VBP also_RB contracted_VVN at_IN their_PP$ inner_JJ edge_NN ._SENT This_DT lateral_JJ retreat_NN of_IN the_DT fore_NN part_NN of_IN the_DT ""_`` investing_NN",mass_NN,"_`` gives_VVZ rise_NN to_TO RATIIKE'S_NP _`` posterior_JJ basicranial_JJ fontanelle_NN ""_'' (_( p.b.f_NN )_) ;_: it_PP is_VBZ occupied_VVN along_IN its_PP$ mid_JJ",William Kitchen Parker,W.K.Parker,107,On the Structure and Development of the Skull of the Common Fowl (Gallus domesticus),31829,fla,1869,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7710,31929321,31929321.0
160,5442,2024,0.033335319,108661,transactions ,"nucleus , containing a very distinct nucleolus . ( 28 . ) Behind the olivary sac is a separate elongated",mass,mass,composed of the same kind of cells ; and a similar but larger mass ( broken into parts by bundles,N,BIO,None,S,DP NP,,VVN,VVN,BIOLOGY,,"nucleus_NN ,_, containing_VVG a_DT very_RB distinct_JJ nucleolus_NN ._SENT (_( 28_CD ._SENT )_) Behind_IN the_DT olivary_JJ sac_NN is_VBZ a_DT separate_JJ elongated_VVN",mass_NN,composed_VVN of_IN the_DT same_JJ kind_NN of_IN cells_NNS ;_: and_CC a_DT similar_JJ but_CC larger_JJR mass_NN (_( broken_VVN into_IN parts_NNS by_IN bundles_NNS,J. Lockhart Clarke,J.Lockhart,173,"Researches on the Intimate Structure of the Brain, Human and Comparative.--First Series. On the Structure of the Medulla oblongata",17423,fla,1858,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5441,25074110,25074110.0
161,1278,117,0.033566405,107069,transactions ,"these two metals , being extremely fusible , immediately flows , and is separated from the remaining part of the",mass,mass,"of gold , provided that the original degree of heat be not very speedily checked ; but , when this",N,C,None,S,NP 'of',,DT,IN,CHEMISTRY,,"these_DT two_CD metals_NNS ,_, being_VBG extremely_RB fusible_JJ ,_, immediately_RB flows_NNS ,_, and_CC is_VBZ separated_VVN from_IN the_DT remaining_VVG part_NN of_IN the_DT",mass_NN,"of_IN gold_NN ,_, provided_VVD that_IN the_DT original_JJ degree_NN of_IN heat_NN be_VB not_RB very_RB speedily_RB checked_VVN ;_: but_CC ,_, when_WRB this_DT",Charles Hatchett,C.Hatchett,170,"Experiments and Observations on the Various Alloys, on the Specific Gravity, and on the Comparative Wear of Gold. Being the Substance of a Report Made to the Right Honourable the Lords of the Committee of Privy Council, Appointed to Take into Consideration the State of the Coins of This Kingdom, and the Present Establishment and Constitution of His Majesty&apos;s Mint",37514,fla,1803,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=1277,13144997,13144997.0
162,17809,4623,0.033676927999999995,rsta_1914_0011,rsta,whether the behaviour of a rotating mass of compressible heterogeneous matter differs very widely from that of the incompressible homogeneous,mass,mass,"which has been studied by MACLAURJN , JACOBI , POINCARE , and DARWIN . The result obtained can be summed",N,S,None,S,DP NP,,JJ,WDT,ASTRONOMY,,whether_IN the_DT behaviour_NN of_IN a_DT rotating_VVG mass_NN of_IN compressible_JJ heterogeneous_JJ matter_NN differs_VVZ very_RB widely_RB from_IN that_DT of_IN the_DT incompressible_JJ homogeneous_JJ,mass_NN,"which_WDT has_VHZ been_VBN studied_VVN by_IN MACLAURJN_NP ,_, JACOBI_NP ,_, POINCARE_NP ,_, and_CC DARWIN_NP ._SENT The_DT result_NN obtained_VVN can_MD be_VB summed_VVD","J. H. Jeans, M. A., F. R. S.",J.H.Jeans,326,XI. Gravitational instability and the nebular hypothesis.,10009,article,1914,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=17808,73783184,73783184.0
163,1457,180,0.033708801000000004,107251,transactions ,"coloured substance with potassium , there was a combination , but without any luminous appearance , and a gray metallic",mass,mass,"was formed ; but from the effect of this upon water , I could not affirm that any oxygene had",N,C,None,S,DP NP,,JJ,VBD,CHEMISTRY,,"coloured_JJ substance_NN with_IN potassium_NN ,_, there_EX was_VBD a_DT combination_NN ,_, but_CC without_IN any_DT luminous_JJ appearance_NN ,_, and_CC a_DT gray_JJ metallic_JJ",mass_NN,"was_VBD formed_VVN ;_: but_CC from_IN the_DT effect_NN of_IN this_DT upon_IN water_NN ,_, I_PP could_MD not_RB affirm_VV that_IN any_DT oxygene_NN had_VHD",Humphry Davy,H.Davy,257,"The Bakerian Lecture: An Account of Some New Analytical Researches on the Nature of Certain Bodies, Particularly the Alkalies, Phosphorus, Sulphur, Carbonaceous Matter, and the Acids Hitherto Undecompounded; With Some General Observations on Chemical Theory",20948,fla,1809,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=1456,13837531,13837531.0
164,5730,2104,0.033751908,108708,transactions ,"hand , and on the other , with the posterior roots of the nerves , which also interlace through the",mass,mass,and sweep round on its outer side . Towards the upper end of the dorsal region the dark oval masses,N,BIO,None,S,DP NP,,DT,CC,BIOLOGY,,"hand_NN ,_, and_CC on_IN the_DT other_JJ ,_, with_IN the_DT posterior_JJ roots_NNS of_IN the_DT nerves_NNS ,_, which_WDT also_RB interlace_VVP through_IN the_DT",mass_NN,and_CC sweep_NN round_NN on_IN its_PP$ outer_JJ side_NN ._SENT Towards_IN the_DT upper_JJ end_NN of_IN the_DT dorsal_JJ region_NN the_DT dark_JJ oval_NN masses_NNS,J. Lockhart Clarke,J.L.Clarke,173,Further Researches on the Grey Substance of the Spinal Cord,18185,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5729,25880958,25880958.0
165,12921,4080,0.033779056,rspl_1893_0003,rspl,investigation is now removed . I have defined the unit as the quantity of . heat required to raise unit,mass,mass,"of water through C. the air thermometer at C. , and so much confusion has al'ison from ambiguity as to",M,F,None,S,NP 'of',,NN,IN,PHYSICS,"Formula unit mass of a substance is the sum of the atomic masses of all the atoms present in the formula of a respective compound. Mass is a measure of the quantity of a substance, while weight is a measure of how a mass acts in a gravitational field. On Earth, where we are exposed to a fairly constant acceleration due to gravity, we don't pay much attention to the difference between the terms. After all, our definitions of mass were pretty much made with Earth gravity in mind, so if you say a weight has a mass of 1 kilogram and a 1 weight of 1 kilogram, you're right. Now, if you take that 1 kg mass to the Moon, it's weight will be less.

So, when the term atomic weight was coined back in 1808, isotopes were unknown and Earth gravity was the norm. The difference between atomic weight and atomic mass became known when F.W. Aston, the inventor of the mass spectrometer (1927) used his new device to study neon. At that time, the atomic weight of neon was believed to be 20.2 amu, yet Aston observed two peaks in the mass spectrum of neon, at relative masses 20.0 amu and 22.0 amu. Aston suggested there two actually two types of neon atoms in his sample: 90% of the atoms having a mass of 20 amu and 10% with a mass of 22 amu. This ratio gave a weighted average mass of 20.2 amu. He called the different forms of the neon atoms ""isotopes."" Frederick Soddy had proposed the term isotopes in 1911 to describe atoms that occupy the same position in the periodic table, yet are different.

Even though ""atomic weight"" is not a good description, the phrase has stuck around for historical reasons. The correct term today is ""relative atomic mass""  the only ""weight"" part of the atomic weight is that it is based on a weighted average of isotope abundanc",investigation_NN is_VBZ now_RB removed_VVN ._SENT I_PP have_VHP defined_VVN the_DT unit_NN as_IN the_DT quantity_NN of_IN ._SENT heat_NN required_VVD to_TO raise_VV unit_NN,mass_NN,"of_IN water_NN through_IN C._NP the_DT air_NN thermometer_NN at_IN C._NP ,_, and_CC so_RB much_JJ confusion_NN has_VHZ al'ison_NN from_IN ambiguity_NN as_RB to_TO","E. H. Griffiths, M. A.|R. T. Glazebrook, F. R. S.",Griffiths.Glazebrook,136,"II. The II. The value of the mechanical equivalent of heat, deduced from some experiments performed with the view of establishing the relation between the electrical and me\#xAD;chanical units, together with an investigation into the capacity for heat of water at different temperatures.",4789,abstract,1893,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=12920,50819334,50819334.0
166,15042,4315,0.033816935,rsta_1903_0007,rsta,the variable will only be inserted explicitly when it has any other value . In the present case Mv the,mass,mass,"of the Jacobian ellipsoid , is M and it was shown in "" the Pear-shaped Figure "" that 9 .",M,F,None,S,NP 'of',,DT,IN,PHYSICS,jacobi ellipsoid is a  triaxial (i.e. scalene) ellipsoid under hydrostatic equilibrium which arises when a self-gravitating fluid body of uniform density rotates with a constant angular velocity.,the_DT variable_NN will_MD only_RB be_VB inserted_VVN explicitly_RB when_WRB it_PP has_VHZ any_DT other_JJ value_NN ._SENT In_IN the_DT present_JJ case_NN Mv_NP the_DT,mass_NN,"of_IN the_DT Jacobian_NP ellipsoid_NN ,_, is_VBZ M_NP and_CC it_PP was_VBD shown_VVN in_IN ""_`` the_DT Pear-shaped_JJ Figure_NN ""_'' that_WDT 9_CD ._SENT","G. H. Darwin, F. R. S.",G.H.Darwin,291,VII. The stability of the pear-shaped figure of equilibrium of a rotating mass of liquid.,27614,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15041,61690588,61690588.0
167,3476,1175,0.03455777,108315,transactions ,"at the twenty-fiftht . "" Fourthly . That no information might be wanting as to the precise condition of the",mass,mass,"of ice under experiment , I made a very minute examination of the state of the transverse line with respect",N,GEO,None,S,NP 'of',,DT,IN,GEOLOGY,,"at_IN the_DT twenty-fiftht_NN ._SENT ""_'' Fourthly_RB ._SENT That_IN no_DT information_NN might_MD be_VB wanting_VVG as_RB to_TO the_DT precise_JJ condition_NN of_IN the_DT",mass_NN,"of_IN ice_NN under_IN experiment_NN ,_, I_PP made_VVD a_DT very_RB minute_JJ examination_NN of_IN the_DT state_NN of_IN the_DT transverse_JJ line_NN with_IN respect_NN",James D. Forbes,J.D.Forbes,178,Illustrations of the Viscous Theory of Glacier Motion. Part II. An Attempt to Establish by Observation the Plasticity of Glacier Ice,10059,fla,1846,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3475,20780261,20780261.0
168,10373,3455,0.034680125,rstl_1881_0001,rstl,", is thick and oblique ; the medio-stapedial ( m.st.)is a strong , arched rod , having a large ovoidal",mass,mass,"of cartilage on its upper fork , which , however , is not distinct as in the last kind .",N,BIO,None,S,NP 'of',,JJ,IN,BIOLOGY,,",_, is_VBZ thick_JJ and_CC oblique_JJ ;_: the_DT medio-stapedial_JJ (_( m.st.)is_NNS a_DT strong_JJ ,_, arched_JJ rod_NN ,_, having_VHG a_DT large_JJ ovoidal_JJ",mass_NN,"of_IN cartilage_NN on_IN its_PP$ upper_JJ fork_NN ,_, which_WDT ,_, however_RB ,_, is_VBZ not_RB distinct_JJ as_IN in_IN the_DT last_JJ kind_NN ._SENT","William Kitchen Parker, F. R. S.",W.K.Parker,457,I. On the structure and development of the the skull in the batrachia. \#x2014;Part III.,168854,article,1881,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10372,40925525,40925525.0
169,3743,1299,0.035030969,108431,transactions ,"effect , it must be checked and distinguished by reference to the position of the commutator , division of the",mass,mass,"by pulverization , influence of time , &c. It appears to me also , that , as the magnetic polarity",N,C,None,S,DP NP,,DT,IN,PHYSICS,CHECK OBJ,"effect_NN ,_, it_PP must_MD be_VB checked_VVN and_CC distinguished_VVN by_IN reference_NN to_TO the_DT position_NN of_IN the_DT commutator_NN ,_, division_NN of_IN the_DT",mass_NN,"by_IN pulverization_NN ,_, influence_NN of_IN time_NN ,_, &c._FW It_PP appears_VVZ to_TO me_PP also_RB ,_, that_IN ,_, as_IN the_DT magnetic_JJ polarity_NN",Michael Faraday,M.Faraday,346,Experimental Researches in Electricity. Twenty-Third Series,10980,fla,1850,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3742,21757835,21757835.0
170,4278,1509,0.035364493999999996,108557,transactions ,"which was again collected on a filter , dried and weighed . The alcohol left on evaporation a dark brown",mass,mass,", the fatty nature of which showed that it contained rubiadipine in addition to rubiretine . Now I obtained from",N,C,None,S,DP NP,,JJ,DT,CHEMISTRY,,"which_WDT was_VBD again_RB collected_VVN on_IN a_DT filter_NN ,_, dried_VVN and_CC weighed_VVN ._SENT The_DT alcohol_NN left_VVN on_IN evaporation_NN a_DT dark_JJ brown_JJ",mass_NN,",_, the_DT fatty_JJ nature_NN of_IN which_WDT showed_VVD that_IN it_PP contained_VVD rubiadipine_NN in_IN addition_NN to_TO rubiretine_NN ._SENT Now_RB I_PP obtained_VVD from_IN",Edward Schunck,E.Schunck,117,On Rubian and Its Products of Decomposition,21220,fla,1853,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4277,22816385,22816385.0
171,9780,3335,0.035424349,rspl_1879_0076,rspl,"and moon . The coincidence is noted in the paper , that the shortest period of revolution of a fluid",mass,mass,"of the same mean density as the earth , which is consistent with an ellipsoidal form of equilibrium , is",N,F,None,S,NP 'of',,JJ,IN,ASTRONOMY,,"and_CC moon_NN ._SENT The_DT coincidence_NN is_VBZ noted_VVN in_IN the_DT paper_NN ,_, that_IN the_DT shortest_JJS period_NN of_IN revolution_NN of_IN a_DT fluid_JJ",mass_NN,"of_IN the_DT same_JJ mean_JJ density_NN as_IN the_DT earth_NN ,_, which_WDT is_VBZ consistent_JJ with_IN an_DT ellipsoidal_JJ form_NN of_IN equilibrium_NN ,_, is_VBZ","G. H. Darwin, F. R. S.",G.H.Darwin,291,I. On the secular changes in the elements of the orbit of a satellite revolving about a tidally distorted planet.,5224,abstract,1879,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=9779,38628244,38628244.0
172,7425,2741,0.035730178,108905,transactions ,", however , be avoided by sealing up several portions of the chloride for analysis at once from a large",mass,mass,"of liquid . The following seventeen determinations were most carefully made , and the numbers obtained , closely coinciding as",N,F,None,S,NP 'of',,JJ,IN,CHEMISTRY,,",_, however_RB ,_, be_VB avoided_VVN by_IN sealing_VVG up_RP several_JJ portions_NNS of_IN the_DT chloride_NN for_IN analysis_NN at_IN once_RB from_IN a_DT large_JJ",mass_NN,"of_IN liquid_NN ._SENT The_DT following_VVG seventeen_CD determinations_NNS were_VBD most_RBS carefully_RB made_VVN ,_, and_CC the_DT numbers_NNS obtained_VVD ,_, closely_RB coinciding_VVG as_IN",Henry E. Roscoe,H.E.Roscoe,156,The Bakerian Lecture.--Researches on Vanadium,13332,fla,1868,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7424,31047663,31047663.0
173,7788,2886,0.036040605,rspl_1870_0031,rspl,"of facial arches , and which enclose the fore part of the membranous sac , just as the "" investing",mass,mass, of the cranial part of the notochord invests the hinder part . 4th . The ear-sacs and the olfactory	,N,BIO,None,S,NP 'of',,NN,IN,BIOLOGY,,"of_IN facial_JJ arches_VVZ ,_, and_CC which_WDT enclose_VVP the_DT fore_NN part_NN of_IN the_DT membranous_JJ sac_NN ,_, just_RB as_IN the_DT _`` investing_NN",mass_NN,_'' of_IN the_DT cranial_JJ part_NN of_IN the_DT notochord_NN invests_VVZ the_DT hinder_VV part_NN ._SENT 4th_JJ ._SENT The_DT ear-sacs_NNS and_CC the_DT olfactory_JJ,William Kitchen Parker,W.K.Parker,107,I. On the structure and development of the skull of the common frog (\lt;italic\gt;Rana temporaria\lt;/italic\gt;).,1515,abstract,1870,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7787,32089253,32089253.0
